epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
362,14369.1,0.39285,0.22833,0.81198,0.98501,0.66914,0.68036,0.46143,0.8817,0.35368,0.96452,0.000177577,0.000177577,0.000177577
363,14413.4,0.39087,0.22683,0.80526,0.98355,0.66914,0.68332,0.46425,0.87826,0.34419,0.96309,0.000173451,0.000173451,0.000173451
364,14460.6,0.39077,0.22819,0.80171,0.98472,0.66779,0.68912,0.46787,0.87881,0.3521,0.96199,0.000169326,0.000169326,0.000169326
365,14505.7,0.37932,0.21995,0.80186,0.99359,0.66774,0.68585,0.45976,0.87655,0.35052,0.96001,0.0001652,0.0001652,0.0001652
366,14550.5,0.37577,0.21822,0.80476,0.99062,0.66893,0.68667,0.46429,0.87234,0.34638,0.96021,0.000161074,0.000161074,0.000161074
367,14595.9,0.37078,0.21734,0.80001,0.88845,0.6312,0.637,0.45873,0.87152,0.345,0.96062,0.000156948,0.000156948,0.000156948
368,14643.9,0.38163,0.22345,0.79775,0.9855,0.63342,0.67906,0.46455,0.87046,0.34745,0.95886,0.000152822,0.000152822,0.000152822
369,14687.1,0.38339,0.21937,0.80401,0.98504,0.63342,0.66279,0.45593,0.86961,0.35134,0.95825,0.000148696,0.000148696,0.000148696
370,14732.9,0.38458,0.22114,0.80407,0.9836,0.63342,0.66719,0.45882,0.87882,0.35461,0.96148,0.000144571,0.000144571,0.000144571
371,14777.9,0.37043,0.21947,0.79926,0.98799,0.63279,0.67727,0.46324,0.88081,0.35291,0.96151,0.000140445,0.000140445,0.000140445
372,14823.2,0.37561,0.21872,0.79808,0.99469,0.66912,0.69042,0.46591,0.88436,0.34973,0.96248,0.000136319,0.000136319,0.000136319
373,14868.1,0.38507,0.22069,0.80125,0.99295,0.66888,0.68916,0.46143,0.88095,0.34308,0.95959,0.000132193,0.000132193,0.000132193
374,14916.7,0.37052,0.21768,0.79716,0.99245,0.66886,0.68706,0.46634,0.879,0.35352,0.96046,0.000128067,0.000128067,0.000128067
375,14961.6,0.36883,0.21636,0.80118,0.98775,0.66914,0.68563,0.46284,0.87833,0.34733,0.96176,0.000123941,0.000123941,0.000123941
376,15006.6,0.37065,0.21691,0.80053,0.98185,0.66914,0.68619,0.46859,0.87751,0.34727,0.96013,0.000119816,0.000119816,0.000119816
377,15051.4,0.37517,0.21922,0.79642,0.98858,0.67049,0.68497,0.46768,0.87689,0.33948,0.95845,0.00011569,0.00011569,0.00011569
378,15096.4,0.38097,0.22093,0.80307,0.98826,0.66914,0.68353,0.45726,0.87736,0.34208,0.95829,0.000111564,0.000111564,0.000111564
379,15141.3,0.36531,0.21304,0.80312,0.98362,0.66914,0.6837,0.46825,0.88057,0.34416,0.96041,0.000107438,0.000107438,0.000107438
380,15186.4,0.3709,0.21699,0.80157,0.98477,0.66914,0.68257,0.46717,0.88124,0.34623,0.96187,0.000103312,0.000103312,0.000103312
381,15231.3,0.36709,0.21566,0.80008,0.99303,0.66879,0.68473,0.45748,0.87596,0.34946,0.96038,9.91865e-05,9.91865e-05,9.91865e-05
382,15276.5,0.35767,0.21124,0.80055,0.98608,0.66914,0.68456,0.46281,0.8812,0.34887,0.96267,9.50607e-05,9.50607e-05,9.50607e-05
383,15321.6,0.36902,0.21686,0.80184,0.99208,0.67049,0.6828,0.46454,0.87818,0.34422,0.96339,9.09349e-05,9.09349e-05,9.09349e-05
384,15366.8,0.37905,0.22128,0.80652,0.98483,0.67049,0.68204,0.46803,0.881,0.34156,0.96617,8.6809e-05,8.6809e-05,8.6809e-05
385,15413.3,0.37595,0.21762,0.79917,0.99198,0.67049,0.68541,0.47088,0.87583,0.34756,0.96388,8.26832e-05,8.26832e-05,8.26832e-05
386,15458.6,0.37735,0.21829,0.79962,0.99153,0.66932,0.68462,0.4665,0.87552,0.3468,0.96244,7.85574e-05,7.85574e-05,7.85574e-05
387,15503.7,0.36847,0.21426,0.79969,0.99208,0.66745,0.68445,0.4614,0.87336,0.34612,0.95873,7.44316e-05,7.44316e-05,7.44316e-05
388,15548.5,0.36422,0.21286,0.80194,0.99121,0.6668,0.68413,0.46377,0.87485,0.34632,0.9576,7.03057e-05,7.03057e-05,7.03057e-05
389,15593.2,0.37141,0.21404,0.79788,0.89643,0.66914,0.67834,0.45871,0.87475,0.34915,0.95862,6.61799e-05,6.61799e-05,6.61799e-05
390,15644.8,0.35773,0.20997,0.80683,0.89565,0.66914,0.67943,0.4635,0.87269,0.34913,0.95929,6.20541e-05,6.20541e-05,6.20541e-05
